subjID,gint_gsoc,gint_bsoc,bint_gsoc,bint_bsoc,neu1,neu2,round1,round2_sim_num,round2_sim,round2_dissim_num,round2_dissim,sim_cond,showNUMcond,option_A,option_B,subj_SJT_choice,argument,arg_source_pos_gint_gsoc,arg_source_pos_gint_bsoc,arg_source_neg_bint_gsoc,arg_source_neg_gint_gboc,arg_source_neu_2,arg_source_neu_1,arg_source_race_ethn,arg_source_age,arg_source_gender,arg_source_poli,arg_source_edu,arg_source_occup,Jaccard
549,"important,intelligent,practical,skillful","stern,shrewd,dominating,persistent","modest,tolerant,helpful,sociable","irresponsible,vain,dishonest,wasteful","careful,responsible,hands-on,manage","discipline,delegate,network,influence",34,NA,NA,NA,12,dissim,No,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,1,"I think you have to be as clear as possible with communication. You can still be sensitive to asking the employee personally what's going on, but they need to know the importance of their value to the team. As long as the employee knows we value their work and value them as an individual, this conversation should be fine. If not, that means this employee is ready to leave the company and it will be for the best.","important,intelligent,reliable,skillful","stern,critical,dominating,persistent","happy,helpful,sociable,humorous","superficial,vain,impulsive,wavering","reward,hands-on,manage,adequate","network,social,recognizable,influence",Black or African American,24,Woman,79,Bachelor's degree or higher,Marketing Coordinator,0.37
550,"important,intelligent,reliable,skillful","stern,critical,humorless,dominating","modest,warm,happy,helpful","superficial,vain,impulsive,wavering","reward,hands-on,manage,adequate","discipline,delegate,recognizable,influence",-24,NA,-21,NA,NA,sim,No,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,2,"Because this person has worked on a project with my group for two years, he is obviously trusted and a valuable member. I think it would be better to show him more empathy and care than discipline and questioning. You never know if something personal is occurring in his life that he has to deal with in addition to his work. Being on the defensive right off the bat would just make him defensive and further not want to work. I as a manager want to motivate him.","intelligent,reliable,practical,skillful","stern,critical,dominating,persistent","modest,warm,helpful,sociable","superficial,vain,impulsive,wasteful","responsible,hands-on,manage,adequate","delegate,monitor,recognizable,influence",Hispanic/Latino,51,Woman,58,Bachelor's degree or higher,Operations Manager,0.6
551,"intelligent,reliable,practical,serious","cold,stern,shrewd,persistent","modest,warm,tolerant,helpful","superficial,irresponsible,dishonest,wasteful","question,responsible,hands-on,manage","monitor,network,recognizable,influence",50,NA,NA,41,NA,dissim,Yes,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,1,It is important as a leader of a team to set the level of expectation at all times. There is no room for ambiguity as this can lead to loose interpretations or conflict over what was mandated at the beginning of the working relationship. It is also important to openly express praise and acknowledgement for past achievements because often team members simply lack motivation or sense of purpose and giving them that can often lead to an improved sense of self and identity within the organisation and team.,"important,intelligent,reliable,practical","critical,shrewd,dominating,persistent","warm,tolerant,helpful,sociable","superficial,vain,impulsive,wavering","careful,hands-on,manage,adequate","discipline,delegate,recognizable,influence",White,27,Man,84,Bachelor's degree or higher,"Fleet Supervisor, Entertainment Experience",0.37
552,"industrious,intelligent,practical,skillful","critical,shrewd,dominating,persistent","modest,warm,helpful,sociable","superficial,vain,wavering,wasteful","question,responsible,hands-off,manage","discipline,network,control,recognizable",-10,NA,-9,NA,NA,sim,No,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,"I think this option is the best course of action in this situation because I should be objective in approaching this situation. He has been with the company for a number of years already and he should be fully committed to his responsibilities at the company. I would like to have an open conversation with him, and tell him how important his work is and how much I valued his previous performance.","cautious,intelligent,reliable,skillful","stern,critical,dominating,persistent","modest,warm,helpful,sociable","superficial,vain,impulsive,wavering","careful,responsible,hands-on,manage","discipline,delegate,monitor,control",White,37,Man,82,High school diploma/GED,Factory worker,0.5
553,"industrious,intelligent,reliable,skillful","stern,critical,shrewd,persistent","warm,happy,helpful,sociable","vain,impulsive,wavering,wasteful","question,responsible,hands-on,manage","delegate,monitor,network,influence",25,NA,NA,23,NA,dissim,Yes,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",2,All of us generally have lives outside of work. I have been in this type of situation many time as a staff resource manager and there is almost always something behind the behavior. I would talk with the person off the record and make them aware of all we can do to help and support if needed. If the employee was just lacking interest or motivation for the job then that would come out of the conversation and appropriate action could be taken.,"important,industrious,intelligent,skillful","cold,stern,critical,shrewd","modest,warm,tolerant,helpful","superficial,vain,dishonest,wasteful","reward,careful,responsible,manage","discipline,delegate,recognizable,influence",White,44,Woman,100,Bachelor's degree or higher,business owner - Marketing,0.41
554,"cautious,industrious,reliable,practical","stern,critical,humorless,persistent","modest,tolerant,helpful,humorous","unintelligent,impulsive,dishonest,wavering","careful,responsible,hands-on,manage","discipline,delegate,control,recognizable",-10,NA,NA,8,NA,dissim,Yes,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,"I think you have to be as clear as possible with communication. You can still be sensitive to asking the employee personally what's going on, but they need to know the importance of their value to the team. As long as the employee knows we value their work and value them as an individual, this conversation should be fine. If not, that means this employee is ready to leave the company and it will be for the best.","important,intelligent,reliable,skillful","stern,critical,dominating,persistent","happy,helpful,sociable,humorous","superficial,vain,impulsive,wavering","reward,hands-on,manage,adequate","network,social,recognizable,influence",Black or African American,24,Woman,79,Bachelor's degree or higher,Marketing Coordinator,0.3
555,"industrious,intelligent,reliable,skillful","critical,shrewd,dominating,persistent","modest,tolerant,helpful,sociable","superficial,vain,impulsive,wavering","careful,responsible,hands-on,manage","delegate,monitor,control,influence",-25,-24,NA,NA,NA,sim,Yes,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,2,"If this employee only recently started coming in late and underperforming, there must be a reason for it. It's important to talk to the employee to understand why there is a disconnect between them and their assignment. Perhaps the assignment is not a right fit and the employee and company could benefit from the employee being moved to a different project. If the issue is personal and unrelated to the job, it's important to know that as well, since, in that instance, moving the employee to a different assignment may not change anything. A company's success depends on the success of their employees. While it's important to reinforce the necessity of high quality work, that work should not come at the expense of the employees' wellbeing if the company wants to succeed in the long run.","industrious,intelligent,practical,skillful","stern,critical,shrewd,persistent","warm,tolerant,helpful,sociable","superficial,vain,dishonest,wavering","question,responsible,hands-on,manage","discipline,delegate,control,influence",White,62,Woman,15,Bachelor's degree or higher,copywriter,0.6
556,"intelligent,reliable,practical,skillful","stern,critical,dominating,persistent","modest,warm,helpful,sociable","superficial,impulsive,dishonest,wavering","careful,responsible,hands-on,manage","discipline,network,social,influence",40,NA,NA,NA,23,dissim,No,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,1,"As his manager, a personal conversation would be inappropriate. It could show favoritism. Pointing out how he is failing to meet expectations helps him understand what needs to change. Expressing that his earlier accomplishment did not go unnoticed could prevent him from feeling like he is not a part of the team.","important,cautious,industrious,serious","cold,stern,critical,dominating","sentimental,happy,sociable,humorous","vain,impulsive,dishonest,wasteful","reward,question,hands-on,manage","delegate,monitor,control,recognizable",White,30,Man,44,Some college,JMC Engineer,0.2
557,"cautious,intelligent,reliable,skillful","stern,critical,shrewd,persistent","modest,tolerant,helpful,sociable","superficial,vain,wavering,wasteful","reward,responsible,hands-on,manage","discipline,monitor,control,influence",36,NA,-50,NA,NA,sim,No,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",2,"The change in productivity could indicate that the employee is either dissatisfied with their current project or has personal issues. Either way, it's better to get to know the employee and find out why their behavior changed, rather than lecture them about how much they should care. Additionally, there is nothing wrong with the employee working only as long as required. Coming in late should be addressed, but they are not obligated to work longer than required.","intelligent,reliable,serious,skillful","cold,stern,critical,persistent","modest,tolerant,helpful,sociable","superficial,irresponsible,wavering,wasteful","question,careful,responsible,manage","discipline,control,social,influence",White,28,Man,100,Associate's degree,Soldier,0.6
558,"important,intelligent,reliable,practical","cold,critical,dominating,persistent","modest,tolerant,helpful,sociable","superficial,vain,impulsive,wasteful","reward,responsible,manage,adequate","discipline,monitor,network,influence",21,NA,NA,NA,30,dissim,No,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",2,"There may be outside distractions that are affecting his work performance.He's proven in the past that he is more than capable of doing above average work, so we should give his the opportunity to improve. Maybe we are not challenging him enough or not giving enough guidance. We need to let him know that weexpect more from him and it has been noted that his work has slipped.We should first try to support him if we can and let him know that we will.","intelligent,reliable,practical,skillful","stern,critical,shrewd,dominating","modest,tolerant,helpful,sociable","irresponsible,vain,impulsive,dishonest","responsible,hands-on,hands-off,manage","discipline,delegate,control,recognizable",Asian,52,Man,45,Bachelor's degree or higher,Software Tester,0.41
559,"industrious,intelligent,reliable,skillful","critical,shrewd,dominating,persistent","modest,happy,tolerant,helpful","superficial,vain,impulsive,wavering","reward,question,responsible,manage","delegate,monitor,network,control",-35,NA,NA,-1,NA,dissim,Yes,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,2,All of us generally have lives outside of work. I have been in this type of situation many time as a staff resource manager and there is almost always something behind the behavior. I would talk with the person off the record and make them aware of all we can do to help and support if needed. If the employee was just lacking interest or motivation for the job then that would come out of the conversation and appropriate action could be taken.,"important,industrious,intelligent,skillful","cold,stern,critical,shrewd","modest,warm,tolerant,helpful","superficial,vain,dishonest,wasteful","reward,careful,responsible,manage","discipline,delegate,recognizable,influence",White,44,Woman,100,Bachelor's degree or higher,business owner - Marketing,0.41
560,"important,industrious,intelligent,skillful","stern,shrewd,dominating,persistent","modest,happy,helpful,sociable","superficial,vain,impulsive,wasteful","reward,responsible,hands-on,manage","delegate,monitor,control,influence",-38,NA,NA,NA,-37,dissim,No,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,It is important as a leader of a team to set the level of expectation at all times. There is no room for ambiguity as this can lead to loose interpretations or conflict over what was mandated at the beginning of the working relationship. It is also important to openly express praise and acknowledgement for past achievements because often team members simply lack motivation or sense of purpose and giving them that can often lead to an improved sense of self and identity within the organisation and team.,"important,intelligent,reliable,practical","critical,shrewd,dominating,persistent","warm,tolerant,helpful,sociable","superficial,vain,impulsive,wavering","careful,hands-on,manage,adequate","discipline,delegate,recognizable,influence",White,27,Man,84,Bachelor's degree or higher,"Fleet Supervisor, Entertainment Experience",0.41
561,"important,intelligent,reliable,skillful","stern,humorless,dominating,persistent","modest,sentimental,happy,helpful","superficial,vain,impulsive,wavering","careful,responsible,hands-on,manage","discipline,monitor,control,recognizable",2,NA,NA,26,NA,dissim,Yes,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",2,"I would have a personal conversation with them to find out what the underlying issue is that is causing their lack of motivation. A more engaged employee is always more productive, so, if they are unhappy with some aspect of their role, I would need to understand that and try to close that gap or transfer them to a project where they might show more interest or enthusiasm. But I would also stress that they are part of team and everyone relies on each member of the team to complete their duties to try to gain some commitment from them until adjustments can be made.","cautious,intelligent,reliable,practical","stern,critical,shrewd,persistent","modest,warm,tolerant,sociable","superficial,vain,impulsive,wavering","reward,careful,responsible,hands-off","discipline,network,social,influence",White,42,Man,60,Bachelor's degree or higher,Engineer,0.33
562,"cautious,reliable,serious,skillful","humorless,moody,shrewd,persistent","warm,tolerant,helpful,sociable","superficial,irresponsible,wavering,wasteful","careful,hands-on,manage,adequate","discipline,monitor,control,recognizable",39,35,NA,NA,NA,sim,Yes,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,1,It is important as a leader of a team to set the level of expectation at all times. There is no room for ambiguity as this can lead to loose interpretations or conflict over what was mandated at the beginning of the working relationship. It is also important to openly express praise and acknowledgement for past achievements because often team members simply lack motivation or sense of purpose and giving them that can often lead to an improved sense of self and identity within the organisation and team.,"important,intelligent,reliable,practical","critical,shrewd,dominating,persistent","warm,tolerant,helpful,sociable","superficial,vain,impulsive,wavering","careful,hands-on,manage,adequate","discipline,delegate,recognizable,influence",White,27,Man,84,Bachelor's degree or higher,"Fleet Supervisor, Entertainment Experience",0.45
563,"intelligent,reliable,practical,skillful","cold,stern,dominating,persistent","tolerant,helpful,sociable,humorous","superficial,vain,impulsive,wasteful","responsible,hands-on,manage,adequate","delegate,monitor,network,influence",-43,NA,NA,NA,1,dissim,No,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,"I think in this scenario, open communication is a must. When there is an issue, open communication is necessary. This eliminates any possibility of assumptions, malice, and misunderstanding. I think openly communicating criticism while praising prior performance to this employee is important. Instead of specifying the current flaws of the employee, I choose to remind the employee of their valued performance in earlier years. Nevertheless, I am still discussing  the issues that need to be fixed presently with the employee.","industrious,practical,serious,skillful","stern,critical,dominating,persistent","tolerant,helpful,sociable,humorous","superficial,irresponsible,dishonest,wavering","question,responsible,hands-off,adequate","network,social,recognizable,influence",Asian,21,Woman,23,Associate's degree,Marketing Manager,0.41
564,"industrious,reliable,practical,skillful","stern,critical,shrewd,persistent","modest,tolerant,helpful,humorous","superficial,vain,wavering,wasteful","responsible,hands-on,hands-off,manage","delegate,monitor,network,influence",50,41,NA,NA,NA,sim,Yes,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,1,"I believe being open and honest with the employee is very important. I think discussing the current issues in their work while bringing up the fact that you know they can do better helps balance things out. If someone isn't putting their full effort into a project it has an effect on everyone else working on that project. If the employee doesn't turn their behavior around, I don't want them to feel blindsided when the discussion gets more serious.","intelligent,reliable,practical,skillful","stern,critical,dominating,persistent","modest,warm,tolerant,helpful","superficial,vain,dishonest,wavering","responsible,hands-on,hands-off,manage","delegate,monitor,control,recognizable",White,35,Man,100,Bachelor's degree or higher,Sr Programmer,0.6
565,"industrious,intelligent,reliable,serious","cold,shrewd,dominating,persistent","tolerant,helpful,sociable,humorous","superficial,irresponsible,vain,wasteful","responsible,hands-on,manage,adequate","discipline,delegate,control,influence",27,NA,NA,-24,NA,dissim,Yes,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",2,Maybe the manager has something going in their personal life. Criticizing and putting the person down wouldn't not motivate them to do a better job. That's why is better to identify the reason for their behavior and find a solution that will improve their performance without adding more stress to their job. This demonstrates to the project manager that you are there for them if they need help.,"intelligent,reliable,practical,skillful","stern,critical,shrewd,persistent","modest,warm,helpful,sociable","superficial,irresponsible,impulsive,wavering","careful,responsible,hands-on,adequate","network,control,recognizable,influence",White,25,Woman,26,Bachelor's degree or higher,self-employed,0.37
566,"important,industrious,intelligent,skillful","stern,critical,shrewd,dominating","modest,happy,tolerant,humorous","unintelligent,dishonest,wavering,wasteful","question,responsible,hands-on,adequate","delegate,social,recognizable,influence",-13,NA,-32,NA,NA,sim,No,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,"I think in this scenario, open communication is a must. When there is an issue, open communication is necessary. This eliminates any possibility of assumptions, malice, and misunderstanding. I think openly communicating criticism while praising prior performance to this employee is important. Instead of specifying the current flaws of the employee, I choose to remind the employee of their valued performance in earlier years. Nevertheless, I am still discussing  the issues that need to be fixed presently with the employee.","industrious,practical,serious,skillful","stern,critical,dominating,persistent","tolerant,helpful,sociable,humorous","superficial,irresponsible,dishonest,wavering","question,responsible,hands-off,adequate","network,social,recognizable,influence",Asian,21,Woman,23,Associate's degree,Marketing Manager,0.45
567,"industrious,reliable,practical,skillful","stern,shrewd,dominating,persistent","modest,tolerant,helpful,sociable","superficial,vain,dishonest,wasteful","reward,responsible,hands-on,manage","discipline,delegate,monitor,control",29,NA,NA,NA,3,dissim,No,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,1,"I think you have to be as clear as possible with communication. You can still be sensitive to asking the employee personally what's going on, but they need to know the importance of their value to the team. As long as the employee knows we value their work and value them as an individual, this conversation should be fine. If not, that means this employee is ready to leave the company and it will be for the best.","important,intelligent,reliable,skillful","stern,critical,dominating,persistent","happy,helpful,sociable,humorous","superficial,vain,impulsive,wavering","reward,hands-on,manage,adequate","network,social,recognizable,influence",Black or African American,24,Woman,79,Bachelor's degree or higher,Marketing Coordinator,0.33
568,"intelligent,reliable,practical,skillful","stern,critical,dominating,persistent","warm,tolerant,helpful,sociable","superficial,vain,impulsive,wasteful","reward,responsible,hands-on,manage","delegate,network,recognizable,influence",-50,NA,NA,NA,-26,dissim,No,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,2,"As a leader, it is imperative to maintain an open and healthy relationship with those who work under you. In this context, it is clear that the employee has some issues regarding motivation/work ethic and requires adjustment in order to continue effectively. By doing this in an open and supportive manner, the employee should feel capable of expressing the factors that have impacted their performance. This in conjunction with the offer of support will provide them with the opportunity to improve and succeed. Though there is no guaranteetheir behavior will change, such a course will at least afford the opportunity, which is what's best both for the employee and the company.","important,cautious,industrious,serious","stern,critical,dominating,persistent","sentimental,happy,sociable,humorous","superficial,irresponsible,impulsive,dishonest","reward,hands-off,manage,adequate","delegate,monitor,network,control",White,25,Man,79,Bachelor's degree or higher,Operation Supervisor,0.3
569,"intelligent,reliable,serious,skillful","cold,critical,dominating,persistent","modest,warm,tolerant,helpful","superficial,vain,impulsive,wavering","reward,careful,responsible,manage","discipline,monitor,recognizable,influence",30,NA,NA,NA,25,dissim,No,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,1,"I think in this scenario, open communication is a must. When there is an issue, open communication is necessary. This eliminates any possibility of assumptions, malice, and misunderstanding. I think openly communicating criticism while praising prior performance to this employee is important. Instead of specifying the current flaws of the employee, I choose to remind the employee of their valued performance in earlier years. Nevertheless, I am still discussing  the issues that need to be fixed presently with the employee.","industrious,practical,serious,skillful","stern,critical,dominating,persistent","tolerant,helpful,sociable,humorous","superficial,irresponsible,dishonest,wavering","question,responsible,hands-off,adequate","network,social,recognizable,influence",Asian,21,Woman,23,Associate's degree,Marketing Manager,0.33
570,"important,industrious,reliable,practical","stern,critical,humorless,moody","sentimental,helpful,sociable,humorous","superficial,impulsive,dishonest,wavering","question,responsible,hands-on,adequate","discipline,network,social,recognizable",-18,NA,-22,NA,NA,sim,No,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,2,"If this employee only recently started coming in late and underperforming, there must be a reason for it. It's important to talk to the employee to understand why there is a disconnect between them and their assignment. Perhaps the assignment is not a right fit and the employee and company could benefit from the employee being moved to a different project. If the issue is personal and unrelated to the job, it's important to know that as well, since, in that instance, moving the employee to a different assignment may not change anything. A company's success depends on the success of their employees. While it's important to reinforce the necessity of high quality work, that work should not come at the expense of the employees' wellbeing if the company wants to succeed in the long run.","industrious,intelligent,practical,skillful","stern,critical,shrewd,persistent","warm,tolerant,helpful,sociable","superficial,vain,dishonest,wavering","question,responsible,hands-on,manage","discipline,delegate,control,influence",White,62,Woman,15,Bachelor's degree or higher,copywriter,0.37
571,"important,industrious,practical,skillful","stern,critical,dominating,persistent","modest,sentimental,warm,tolerant","superficial,vain,dishonest,wasteful","responsible,hands-on,manage,adequate","delegate,control,recognizable,influence",-34,NA,NA,NA,-31,dissim,No,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,"I think this option is the best course of action in this situation because I should be objective in approaching this situation. He has been with the company for a number of years already and he should be fully committed to his responsibilities at the company. I would like to have an open conversation with him, and tell him how important his work is and how much I valued his previous performance.","cautious,intelligent,reliable,skillful","stern,critical,dominating,persistent","modest,warm,helpful,sociable","superficial,vain,impulsive,wavering","careful,responsible,hands-on,manage","discipline,delegate,monitor,control",White,37,Man,82,High school diploma/GED,Factory worker,0.41
572,"intelligent,reliable,serious,skillful","stern,critical,dominating,persistent","warm,happy,tolerant,humorous","unintelligent,superficial,dishonest,wavering","question,hands-off,manage,adequate","delegate,network,control,recognizable",-11,NA,-32,NA,NA,sim,No,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,"I think in this scenario, open communication is a must. When there is an issue, open communication is necessary. This eliminates any possibility of assumptions, malice, and misunderstanding. I think openly communicating criticism while praising prior performance to this employee is important. Instead of specifying the current flaws of the employee, I choose to remind the employee of their valued performance in earlier years. Nevertheless, I am still discussing  the issues that need to be fixed presently with the employee.","industrious,practical,serious,skillful","stern,critical,dominating,persistent","tolerant,helpful,sociable,humorous","superficial,irresponsible,dishonest,wavering","question,responsible,hands-off,adequate","network,social,recognizable,influence",Asian,21,Woman,23,Associate's degree,Marketing Manager,0.5
573,"cautious,industrious,practical,serious","critical,moody,shrewd,persistent","warm,happy,sociable,humorous","irresponsible,vain,impulsive,dishonest","question,careful,responsible,hands-on","discipline,control,recognizable,influence",-26,NA,NA,-8,NA,dissim,Yes,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,"I believe being open and honest with the employee is very important. I think discussing the current issues in their work while bringing up the fact that you know they can do better helps balance things out. If someone isn't putting their full effort into a project it has an effect on everyone else working on that project. If the employee doesn't turn their behavior around, I don't want them to feel blindsided when the discussion gets more serious.","intelligent,reliable,practical,skillful","stern,critical,dominating,persistent","modest,warm,tolerant,helpful","superficial,vain,dishonest,wavering","responsible,hands-on,hands-off,manage","delegate,monitor,control,recognizable",White,35,Man,100,Bachelor's degree or higher,Sr Programmer,0.26
574,"important,industrious,reliable,serious","stern,critical,moody,dominating","warm,happy,helpful,sociable","superficial,vain,impulsive,wasteful","careful,responsible,hands-on,manage","delegate,monitor,control,influence",26,NA,NA,34,NA,dissim,Yes,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,1,"Although I had nothing against the other option, I thought it was very incomplete as a strategy. As a leader, it's important to be clear about how crucial it is that employees be committed to their work and to motivate them to invest themselves in their work. And constructive criticism is part of the tools a leader has at their disposal to help an employee become better at their work and more invested. Of course, criticism should always come with acknowledgement of an employee's strengths and accomplishments, otherwise it becomes lopsided and depressing for the employee who sees only their flaws being noticed, not the good they do in their work. It has to be balanced.","industrious,intelligent,reliable,skillful","stern,critical,shrewd,persistent","modest,warm,tolerant,helpful","vain,impulsive,dishonest,wasteful","reward,question,responsible,manage","delegate,network,social,influence",White,60,Woman,96,Bachelor's degree or higher,Service Coordinator,0.37
575,"important,intelligent,reliable,practical","stern,critical,shrewd,persistent","happy,tolerant,helpful,sociable","superficial,impulsive,dishonest,wasteful","careful,responsible,hands-on,manage","network,social,recognizable,influence",47,NA,43,NA,NA,sim,No,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,1,It is important as a leader of a team to set the level of expectation at all times. There is no room for ambiguity as this can lead to loose interpretations or conflict over what was mandated at the beginning of the working relationship. It is also important to openly express praise and acknowledgement for past achievements because often team members simply lack motivation or sense of purpose and giving them that can often lead to an improved sense of self and identity within the organisation and team.,"important,intelligent,reliable,practical","critical,shrewd,dominating,persistent","warm,tolerant,helpful,sociable","superficial,vain,impulsive,wavering","careful,hands-on,manage,adequate","discipline,delegate,recognizable,influence",White,27,Man,84,Bachelor's degree or higher,"Fleet Supervisor, Entertainment Experience",0.55
576,"intelligent,reliable,practical,skillful","stern,critical,dominating,persistent","warm,tolerant,helpful,sociable","superficial,vain,impulsive,wavering","responsible,hands-on,manage,adequate","discipline,delegate,recognizable,influence",-29,NA,NA,16,NA,dissim,Yes,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,2,"I would have a personal conversation with them to find out what the underlying issue is that is causing their lack of motivation. A more engaged employee is always more productive, so, if they are unhappy with some aspect of their role, I would need to understand that and try to close that gap or transfer them to a project where they might show more interest or enthusiasm. But I would also stress that they are part of team and everyone relies on each member of the team to complete their duties to try to gain some commitment from them until adjustments can be made.","cautious,intelligent,reliable,practical","stern,critical,shrewd,persistent","modest,warm,tolerant,sociable","superficial,vain,impulsive,wavering","reward,careful,responsible,hands-off","discipline,network,social,influence",White,42,Man,60,Bachelor's degree or higher,Engineer,0.5
